Rk,Player,Age,Team,Pos,G,GS,Int,Yds,IntTD,Lng,PD,FF,Fmb,FR,Yds,FRTD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Awards,Player-additional
772,Amare Barno,24,CAR,OLB,15,1,0,0,0,0,0,0,0,0,0,0,0.0,21,13,8,1,0,0,,BarnAm00
773,Essang Bassey,25,2TM,DB,15,2,0,0,0,0,3,0,0,0,0,0,0.0,21,13,8,0,0,0,,BassEs01
773,Essang Bassey,25,DEN,DB,4,1,0,0,0,0,0,0,0,0,0,0,0.0,8,5,3,0,0,0,,BassEs01
773,Essang Bassey,25,LAC,CB,11,1,0,0,0,0,3,0,0,0,0,0,0.0,13,8,5,0,0,0,,BassEs01
774,Grant Calcaterra,25,PHI,TE,15,1,0,0,0,0,0,0,0,0,0,0,0.0,2,0,2,0,0,0,,CalcGr00
775,Elijah Campbell,28,MIA,DB,15,1,0,0,0,0,1,0,0,1,0,0,0.0,15,10,5,0,0,0,,CampEl00
776,Dalvin Cook,28,NYJ,RB,15,1,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,,CookDa01
777,Khalil Davis,27,HOU,DT,15,1,0,0,0,0,2,1,0,1,0,0,2.0,32,16,16,6,6,0,,DaviKh00
778,Mario Edwards,29,SEA,DE,15,1,0,0,0,0,1,1,0,0,0,0,2.0,21,15,6,5,6,0,,EdwaMa01
779,A.J. Epenesa,25,BUF,DE,15,1,2,38,1,32,8,1,0,1,0,0,6.5,20,9,11,7,10,0,,EpenAJ00
780,D'Shawn Jamison,24,CAR,CB,15,1,0,0,0,0,1,0,0,0,0,0,0.0,10,6,4,0,0,0,,JamiDS00
781,Emmanuel Ogbah,30,MIA,NT,15,1,1,5,0,5,2,1,0,0,0,0,5.5,20,7,13,3,9,0,,OgbaEm00
782,Samuel Eguavoen,30,NYJ,LB,15,0,0,0,0,0,0,0,0,1,0,0,0.0,4,3,1,0,0,0,,EguaSa00
783,Cam Gill,26,TAM,OLB,15,0,0,0,0,0,0,1,0,0,0,0,1.0,12,5,7,0,1,0,,GillCa00
784,Josh Hayes,24,TAM,DB,15,0,0,0,0,0,0,0,0,0,0,0,0.0,17,9,8,0,0,0,,HayeJo01
785,Daiyan Henley,24,LAC,LB,15,0,0,0,0,0,0,0,0,0,0,0,0.0,16,9,7,0,0,0,,HenlDa00
786,Dustin Hopkins,33,CLE,K,15,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,,HopkDu00
787,Theo Jackson,25,MIN,S,15,0,1,0,0,0,1,0,0,0,0,0,0.0,21,14,7,0,1,0,,JackTh00
788,Patrick Johnson,25,PHI,LB,15,0,0,0,0,0,0,0,0,0,0,0,0.0,7,5,2,0,0,0,,JohnPa02
789,Roschon Johnson,22,CHI,RB,15,0,0,0,0,0,0,0,1,1,0,0,0.0,2,0,2,0,0,0,,JohnRo07
790,Tyler Lacy,24,JAX,DE,15,0,0,0,0,0,1,0,0,0,0,0,0.0,12,5,7,1,3,0,,LacyTy00
791,Will McDonald,24,NYJ,DL,15,0,0,0,0,0,0,1,0,1,0,0,3.0,14,9,5,4,5,0,,McDoWi00
792,Quintin Morris,24,BUF,TE,15,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,MorrQu00
793,Amen Ogbongbemiga,25,LAC,LB,15,0,0,0,0,0,0,0,0,2,0,0,0.0,4,2,2,0,0,0,,OgboAm00
794,Brady Russell,25,SEA,TE,15,0,0,0,0,0,0,0,0,0,0,0,0.0,7,5,2,0,0,0,,RussBr00
795,Boston Scott,28,PHI,RB,15,0,0,0,0,0,0,0,1,0,0,0,0.0,1,0,1,0,0,0,,ScotBo02
796,Trenton Simpson,22,BAL,LB,15,0,0,0,0,0,0,0,0,1,10,0,1.0,13,10,3,2,1,0,,SimpTr00
797,Cam Smith,23,MIA,CB,15,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,,SmitCa02
798,Ty Summers,28,NOR,LB,15,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,,SummTy00
799,Daniel Thomas,25,JAX,S,15,0,0,0,0,0,0,0,0,0,0,0,0.0,8,7,1,0,0,0,,ThomDa07
800,NaJee Thompson,23,MIN,CB,15,0,0,0,0,0,0,0,0,1,0,0,0.0,7,5,2,0,0,0,,ThomNa00
801,Tre'Vius Tomlinson,23,LAR,DB,15,0,0,0,0,0,0,0,0,0,0,0,0.0,13,11,2,0,0,0,,HodgTr00
802,Armon Watts,27,PIT,DT,15,0,0,0,0,0,0,0,0,0,0,0,0.5,15,6,9,0,3,0,,WattAr01
803,Rashad Weaver,26,TEN,OLB,15,0,0,0,0,0,1,0,0,0,0,0,0.0,20,11,9,4,0,0,,WeavRa00
804,Dee Winters,23,SFO,LB,15,0,0,0,0,0,1,0,0,0,0,0,0.0,10,6,4,0,0,0,,WintDe00
805,Saquon Barkley,26,NYG,RB,14,14,0,0,0,0,0,0,2,1,0,0,0.0,0,0,0,0,0,0,,BarkSa00
806,Garrett Bradbury,28,MIN,C,14,14,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,BradGa00
807,Austin Ekeler,28,LAC,RB,14,14,0,0,0,0,0,0,5,1,-1,0,0.0,0,0,0,0,0,0,,EkelAu00
808,Alohi Gilman,26,LAC,S,14,14,2,0,0,0,10,3,0,2,52,0,0.0,73,49,24,2,0,0,,GilmAl00
809,Johnathan Hankins,31,DAL,DT,14,14,0,0,0,0,2,0,0,0,0,0,3.0,27,13,14,2,3,0,,HankJo00
810,Micah Hyde,32,BUF,S,14,14,2,24,0,23,7,0,0,0,0,0,0.0,54,37,17,1,1,0,,HydeMi00
811,Adoree' Jackson,28,NYG,CB,14,14,1,76,1,76,8,1,0,0,0,0,0.0,63,49,14,0,0,0,,JackAd00
812,Quinton Jefferson,30,NYJ,DL,14,14,0,0,0,0,0,1,0,1,-10,0,6.0,34,13,21,4,13,0,,JeffQu00
813,Jaylon Johnson,24,CHI,DB,14,14,4,65,1,39,10,1,1,0,0,0,0.0,36,31,5,1,0,0,"PB,AP-2",JohnJa13
814,Jonathan Jones,30,NWE,DB,14,14,0,0,0,0,7,0,0,0,0,0,0.0,48,40,8,0,0,0,,JoneJo03
815,Calijah Kancey,22,TAM,DL,14,14,0,0,0,0,1,0,0,0,0,0,4.0,26,19,7,10,12,0,AP DRoY-10,KancCa00
816,David Montgomery,26,DET,RB,14,14,0,0,0,0,0,0,2,1,0,0,0.0,0,0,0,0,0,0,,MontDa01
817,Byron Murphy,25,MIN,CB,14,14,3,59,0,37,13,1,1,1,0,0,0.0,57,43,14,4,0,0,,MurpBy00
818,Sean Murphy-Bunting,26,TEN,LCB,14,14,2,12,0,10,8,2,0,1,5,0,0.0,57,42,15,3,0,0,,BuntSe00
819,David Onyemata,31,ATL,DL,14,14,0,0,0,0,3,2,0,0,0,0,4.0,50,25,25,6,16,0,,OnyeDa00
820,D.J. Reader,29,CIN,DT,14,14,0,0,0,0,1,0,0,1,0,0,1.0,34,20,14,2,7,0,,ReadD.00
821,Quay Walker,23,GNB,LB,14,14,1,37,1,37,3,0,0,0,0,0,2.5,118,59,59,7,5,0,,WalkQu00
822,Xavier Woods,28,CAR,S,14,14,2,-1,0,2,7,0,0,1,5,0,0.0,61,39,22,4,0,0,,WoodXa00
823,Blake Cashman,27,HOU,MLB,14,13,1,0,0,0,5,0,0,1,2,0,2.0,106,56,50,9,5,0,,CashBl00
824,Jack Gibbens,25,TEN,LB,14,13,0,0,0,0,3,0,0,0,0,0,1.0,95,55,40,3,2,0,,GibbJa00
825,Greg Newsome II,23,CLE,CB,14,13,2,34,1,34,14,0,0,0,0,0,0.5,49,34,15,4,1,0,,NewsGr00
826,Isiah Pacheco,24,KAN,RB,14,13,0,0,0,0,0,0,1,0,-5,0,0.0,0,0,0,0,0,0,,PachIs00
827,Devin White,25,TAM,LB,14,13,2,36,0,26,6,0,0,0,0,0,2.5,83,49,34,5,9,0,,WhitDe02
828,Devon Witherspoon,23,SEA,CB,14,13,1,97,1,97,16,1,0,0,0,0,3.0,79,56,23,8,4,0,"PB,AP DRoY-4",WithDe00
829,Michael Mayer,22,LVR,TE,14,12,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,,MayeMi00
830,Kevin Strong,27,ARI,LDE,14,11,0,0,0,0,1,0,0,1,0,0,2.5,46,25,21,5,3,0,,StroKe00
831,Hunter Henry,29,NWE,TE,14,10,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,HenrHu00
832,Antonio Hamilton,30,ARI,CB,14,9,1,0,0,0,11,0,1,0,0,0,0.0,40,29,11,0,0,0,,HamiAn01
833,Damontae Kazee,30,PIT,S,14,9,2,37,0,30,3,0,0,2,1,0,0.0,61,46,15,0,0,0,,KazeDa00
834,Shaquille Leonard,28,2TM,LLB,14,12,0,0,0,0,0,0,0,0,0,0,1.0,88,46,42,4,1,0,,LeonDa00
834,Shaquille Leonard,28,IND,LLB,9,9,0,0,0,0,0,0,0,0,0,0,0.0,65,34,31,2,0,0,,LeonDa00
834,Shaquille Leonard,28,PHI,LB,5,3,0,0,0,0,0,0,0,0,0,0,1.0,23,12,11,2,1,0,,LeonDa00
835,Jordan Phillips,31,BUF,DT,14,9,0,0,0,0,5,0,0,0,0,0,2.5,15,10,5,2,5,0,,PhilJo01
836,Malik Harrison,25,BAL,LB,14,8,0,0,0,0,0,0,0,0,0,0,0.0,20,13,7,0,1,0,,HarrMa06
837,Geoff Swaim,30,ARI,TE,14,8,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,SwaiGe00
838,Kei'Trel Clark,22,ARI,CB,14,7,0,0,0,0,4,0,0,0,0,0,0.0,43,37,6,2,0,0,,ClarKe02
839,Demario Douglas,23,NWE,WR,14,7,0,0,0,0,0,0,3,1,0,0,0.0,0,0,0,0,0,0,,DougDe00
840,Cordale Flott,22,NYG,CB,14,7,1,21,0,21,5,1,0,0,0,0,0.0,36,25,11,0,0,0,,FlotCo00
841,Darrell Baker,25,IND,CB,14,6,0,0,0,0,7,0,0,0,0,0,0.0,35,28,7,0,0,0,,BakeDa02
842,Corey Ballentine,27,GNB,CB,14,6,1,0,0,0,7,0,0,0,0,0,0.0,43,28,15,0,0,0,,BallCo00
843,Odell Beckham Jr.,31,BAL,WR,14,6,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,BeckOd00
844,Sydney Brown,23,PHI,S,14,6,1,99,1,99,3,1,0,0,0,0,0.0,45,32,13,1,0,0,,BrowSy00
845,Emmanuel Forbes,22,WAS,CB,14,6,1,3,0,3,11,0,1,0,0,0,0.0,38,35,3,2,0,0,,ForbEm00
846,Brevin Jordan,23,HOU,TE,14,6,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,,JordBr00
847,Henry To'oTo'o,22,HOU,LB,14,6,0,0,0,0,2,1,0,1,0,0,0.0,61,35,26,2,1,0,,TooTHe00
848,Shaun Wade,25,NWE,CB,14,6,0,0,0,0,1,0,0,0,0,0,0.0,23,21,2,2,0,0,,WadeSh00
849,Nick Williams,33,LAC,DL,14,6,0,0,0,0,0,0,0,2,0,0,1.0,32,16,16,7,1,0,,WillNi01
850,Roy Lopez,26,ARI,DT,14,5,0,0,0,0,0,0,0,0,0,0,0.0,42,22,20,2,1,0,,LopeRo00
851,Derek Barnett,27,2TM,DE,14,4,0,0,0,0,1,0,0,0,0,0,2.5,22,12,10,9,11,0,,BarnDe01
851,Derek Barnett,27,PHI,DE,8,0,0,0,0,0,0,0,0,0,0,0,0.0,3,1,2,1,0,0,,BarnDe01
851,Derek Barnett,27,HOU,DE,6,4,0,0,0,0,1,0,0,0,0,0,2.5,19,11,8,8,11,0,,BarnDe01
852,Jakorian Bennett,23,LVR,CB,14,4,0,0,0,0,3,0,0,0,0,0,0.0,32,24,8,0,0,0,,BennJa00
853,Quentin Lake,24,LAR,DB,14,4,0,0,0,0,6,0,0,1,0,0,0.0,53,42,11,1,0,0,,LakeQu00
854,Brenton Strange,23,JAX,TE,14,4,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,1,0,0,,StraBr00
855,Brock Wright,25,DET,TE,14,4,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,WrigBr01
856,Arthur Maulet,30,BAL,CB,14,3,1,0,0,0,5,0,0,2,21,0,2.0,37,32,5,5,3,0,,MaulAr00
857,Kyle Van Noy,32,BAL,OLB,14,3,0,0,0,0,4,2,0,0,0,0,9.0,30,20,10,9,9,0,,VanNKy00
858,Andre Jones,25,WAS,DE,14,2,0,0,0,0,3,0,0,0,0,0,0.0,4,1,3,0,0,0,,JoneAn02
859,Khyiris Tonga,27,MIN,DL,14,2,0,0,0,0,0,0,0,0,0,0,0.0,15,9,6,1,2,0,,TongKh00
860,Artie Burns,28,SEA,CB,14,1,0,0,0,0,2,0,0,0,0,0,0.0,23,13,10,2,0,0,,BurnAr00
861,Brandin Echols,26,NYJ,CB,14,1,1,30,1,30,2,0,0,0,0,0,0.0,11,7,4,0,0,0,,EchoBr00
862,Jesse Luketa,24,ARI,OLB,14,1,0,0,0,0,0,0,0,0,0,0,0.0,11,4,7,1,1,0,,LukeJe00
863,Zach Pascal,29,ARI,WR,14,1,0,0,0,0,0,0,0,0,0,0,0.0,5,3,2,0,0,0,,PascZa00
864,Josh Tupou,29,CIN,DT,14,1,0,0,0,0,0,0,0,0,0,0,0.0,19,8,11,1,1,0,,TupoJo00
865,Rock Ya-Sin,27,BAL,CB,14,1,0,0,0,0,2,0,0,0,0,0,0.0,13,9,4,0,0,0,,Ya-SRo00
866,Camaron Cheeseman,25,WAS,LS,14,0,0,0,0,0,0,0,1,0,-16,0,0.0,0,0,0,0,0,0,,CheeCa00
867,Royce Freeman,27,LAR,RB,14,0,0,0,0,0,0,0,0,0,0,0,0.0,4,1,3,0,0,0,,FreeRo00
868,J.T. Gray,27,NOR,DB,14,0,0,0,0,0,0,0,0,0,0,0,0.0,12,7,5,0,0,0,,GrayJ.00
869,Jake Hansen,25,HOU,LB,14,0,0,0,0,0,0,0,0,0,0,0,0.0,12,8,4,0,0,0,,HansJa01
870,Eric Johnson,25,IND,DT,14,0,0,0,0,0,0,0,0,0,0,0,1.0,15,6,9,1,3,0,,JohnEr01
871,Velus Jones Jr.,26,CHI,WR,14,0,0,0,0,0,0,0,0,0,0,0,0.0,4,1,3,0,0,0,,JoneVe00
872,Riley Moss,23,DEN,CB,14,0,0,0,0,0,0,0,0,0,0,0,0.0,6,2,4,0,0,0,,MossRi00
873,Israel Mukuamu,24,DAL,S,14,0,0,0,0,0,1,0,0,1,-3,0,0.0,6,4,2,0,0,0,,MukuIs00
874,Ogbonnia Okoronkwo,28,CLE,DE,14,0,0,0,0,0,1,0,0,1,0,0,4.5,31,22,9,12,8,0,,OkorOg00
875,Joseph Ossai,23,CIN,DE,14,0,0,0,0,0,1,0,0,0,0,0,1.0,10,6,4,1,7,0,,OssaJo00
876,Cordarrelle Patterson,32,ATL,RB,14,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,PattCo00
877,Kevin Rader,28,TEN,TE,14,0,0,0,0,0,0,0,0,0,0,0,0.0,4,2,2,0,0,0,,RadeKe00
878,Chazz Surratt,26,NYJ,LB,14,0,0,0,0,0,0,0,0,0,0,0,0.0,8,6,2,0,0,0,,SurrCh00
879,Marlon Tuipulotu,24,PHI,DT,14,0,0,0,0,0,0,0,0,0,0,0,2.0,22,13,9,3,2,0,,TuipMa00
880,Kristian Welch,25,GNB,LB,14,0,0,0,0,0,0,0,0,0,0,0,0.0,6,4,2,0,0,0,,WelcKr00
881,Keenan Allen,31,LAC,WR,13,13,0,0,0,0,0,0,2,1,0,0,0.0,0,0,0,0,0,0,PB,AlleKe00
882,Cody Barton,27,WAS,LB,13,13,1,52,0,52,1,0,0,1,5,0,0.0,121,67,54,3,2,0,,BartCo00
883,Vonn Bell,29,CAR,FS,13,13,1,11,0,11,2,0,0,0,0,0,0.0,69,42,27,0,1,0,,BellVo00
884,Bobby Brown,23,LAR,NT,13,13,0,0,0,0,0,0,0,0,0,0,0.5,31,16,15,4,1,0,,BrowBo04
885,James Conner,28,ARI,RB,13,13,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,,ConnJa00
886,Jamin Davis,25,WAS,LB,13,13,1,0,0,0,4,2,0,0,0,0,3.0,89,50,39,8,3,0,,DaviJa11
887,Jamel Dean,27,TAM,CB,13,13,0,0,0,0,4,0,0,2,7,0,0.0,61,46,15,0,0,0,,DeanJa00
888,Grant Delpit,25,CLE,S,13,13,1,0,0,0,3,0,1,1,14,0,1.5,80,63,17,7,4,0,,DelpGr00
889,Justin Fields,24,CHI,QB,13,13,0,0,0,0,0,0,10,1,-8,0,0.0,0,0,0,0,0,0,,FielJu00
890,Justin Herbert,25,LAC,QB,13,13,0,0,0,0,0,0,4,3,-4,0,0.0,0,0,0,0,0,0,,HerbJu00
891,Jordan Hicks,31,MIN,LB,13,13,1,9,0,9,5,1,0,2,42,1,1.0,107,61,46,4,2,0,,HickJo00
892,Amani Hooker,25,TEN,DB,13,13,1,10,0,10,7,1,0,1,0,0,0.0,85,69,16,3,0,0,,HookAm00
893,Xavien Howard,30,MIA,LCB,13,13,1,0,0,0,12,0,0,0,0,0,0.0,45,36,9,1,1,0,,HowaXa00
894,Josh Jacobs,25,LVR,RB,13,13,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,,JacoJo01
895,Alim McNeill,23,DET,DL,13,13,0,0,0,0,1,1,0,0,0,0,5.0,32,17,15,6,10,0,,McNeAl00
896,Yannick Ngakoue,28,CHI,DL,13,13,0,0,0,0,0,0,0,0,0,0,4.0,22,13,9,6,7,0,,NgakYa00
897,John Michael Schmitz,24,NYG,C,13,13,0,0,0,0,0,0,1,1,-14,0,0.0,0,0,0,0,0,0,,MichJo00
898,Jerome Baker,27,MIA,LILB,13,12,2,24,1,23,3,0,0,0,0,0,1.5,78,51,27,2,4,0,,BakeJe00
899,Nate Hobbs,24,LVR,CB,13,11,1,10,0,10,7,1,0,0,0,0,1.0,86,59,27,6,2,0,,HobbNa00
900,Diontae Johnson,27,PIT,WR,13,11,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,JohnDi01
901,Juwan Johnson,27,NOR,TE,13,11,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,JohnJu02
902,Denzel Ward,26,CLE,CB,13,11,2,20,0,20,11,1,0,0,0,0,0.0,34,30,4,1,0,0,PB,WardDe02
903,Zach Cunningham,29,PHI,LB,13,10,0,0,0,0,4,0,0,1,0,0,0.0,85,54,31,2,1,0,,CunnZa00
904,Kyle Peko,30,TEN,DT,13,10,0,0,0,0,1,0,0,0,0,0,0.0,22,12,10,2,2,0,,PekoKy00
905,Rudy Ford,29,GNB,S,13,9,2,30,0,21,6,0,0,1,0,0,0.0,71,47,24,0,0,0,,FordRu00
906,Jeff Okudah,24,ATL,RCB,13,9,0,0,0,0,3,0,0,0,0,0,0.0,44,34,10,1,0,0,,OkudJe00
907,Teair Tart,26,2TM,DT,13,9,0,0,0,0,0,0,0,0,0,0,1.0,24,17,7,8,4,0,,TartTe00
907,Teair Tart,26,TEN,LDT,11,9,0,0,0,0,0,0,0,0,0,0,1.0,21,15,6,8,4,0,,TartTe00
907,Teair Tart,26,HOU,DT,2,0,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0,0,0,,TartTe00
908,Montravius Adams,28,PIT,DT,13,8,0,0,0,0,1,1,0,0,0,0,0.0,24,11,13,2,0,0,,AdamMo00
909,Joshua Dobbs,28,2TM,QB,13,12,0,0,0,0,0,0,14,7,-4,0,0.0,0,0,0,0,0,0,,DobbJo00
909,Joshua Dobbs,28,ARI,QB,8,8,0,0,0,0,0,0,8,4,-5,0,0.0,0,0,0,0,0,0,,DobbJo00
909,Joshua Dobbs,28,MIN,QB,5,4,0,0,0,0,0,0,6,3,1,0,0.0,0,0,0,0,0,0,,DobbJo00
910,Kyler Gordon,24,CHI,DB,13,7,2,0,0,0,6,0,0,0,0,0,1.0,61,44,17,3,2,0,,GordKy00
911,James Smith-Williams,26,WAS,DE,13,7,0,0,0,0,0,0,0,0,0,0,1.0,22,11,11,2,8,0,,SmitJa08
912,Mark Glowinski,31,NYG,RG,13,6,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,GlowMa00
913,Shaquill Griffin,28,2TM,CB,13,7,1,0,0,0,5,0,0,0,0,0,0.0,39,29,10,0,0,0,,GrifSh00
913,Shaquill Griffin,28,HOU,RCB,10,6,1,0,0,0,4,0,0,0,0,0,0.0,33,24,9,0,0,0,,GrifSh00
913,Shaquill Griffin,28,CAR,CB,3,1,0,0,0,0,1,0,0,0,0,0,0.0,6,5,1,0,0,0,,GrifSh00
914,Keith Smith,31,ATL,FB,13,6,0,0,0,0,0,1,0,2,1,0,0.0,7,2,5,0,0,0,,SmitKe03
915,DeAndre Houston-Carson,30,2TM,DB,13,5,2,13,0,13,5,0,0,1,0,0,0.0,41,26,15,1,0,0,,HousDe00
915,DeAndre Houston-Carson,30,BAL,S,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,HousDe00
915,DeAndre Houston-Carson,30,HOU,DB,11,5,2,13,0,13,5,0,0,1,0,0,0.0,40,25,15,1,0,0,,HousDe00
916,Albert Huggins,26,ATL,DL,13,5,0,0,0,0,0,0,0,1,0,0,0.0,22,7,15,0,2,0,,HuggAl01
917,Jakob Johnson,29,LVR,FB,13,5,0,0,0,0,0,0,0,0,0,0,0.0,5,4,1,0,0,0,,JohnJa12
918,Odafe Oweh,25,BAL,OLB,13,5,0,0,0,0,0,2,0,0,0,0,5.0,23,20,3,4,12,0,,OwehJa00
919,Kentavius Street,27,2TM,DL,13,6,0,0,0,0,1,0,0,1,0,0,1.0,18,11,7,4,1,0,,StreKe00
919,Kentavius Street,27,PHI,DT,8,1,0,0,0,0,0,0,0,0,0,0,0.0,4,2,2,0,0,0,,StreKe00
919,Kentavius Street,27,ATL,DL,5,5,0,0,0,0,1,0,0,1,0,0,1.0,14,9,5,4,1,0,,StreKe00
920,Keith Kirkwood,29,NOR,WR,13,4,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,,KirkKe00
921,Jamaal Williams,28,NOR,RB,13,4,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,,WillJa06
922,Devin Bush Jr.,25,SEA,LB,13,3,0,0,0,0,0,0,0,0,0,0,0.0,37,18,19,5,0,0,,BushDe01
923,Charles Harris,28,DET,DL,13,3,0,0,0,0,0,0,0,0,0,0,1.5,13,10,3,2,5,0,,HarrCh03
924,Mack Hollins,30,ATL,WR,13,3,0,0,0,0,0,0,0,0,0,0,0.0,3,3,0,0,0,0,,HollMa00
925,Antonio Johnson,22,JAX,S,13,3,2,50,0,27,3,1,0,0,0,0,1.0,17,13,4,0,1,0,,JohnAn07
926,DJ Johnson,25,CAR,OLB,13,3,0,0,0,0,1,0,0,0,0,0,0.0,16,6,10,1,0,0,,JohnDJ00
927,Deion Jones,29,CAR,LB,13,3,1,0,0,0,6,0,0,0,0,0,1.0,35,22,13,4,1,0,,JoneDe01
928,Cameron Mitchell,22,CLE,CB,13,3,0,0,0,0,2,0,0,0,0,0,1.0,18,16,2,1,1,0,,MitcCa01
929,Khalil Dorsey,25,DET,CB,13,2,0,0,0,0,1,0,0,0,0,0,0.0,11,7,4,0,0,0,,DorsKh00
930,Isaiah McKenzie,28,IND,WR,13,2,0,0,0,0,0,0,3,1,0,0,0.0,0,0,0,0,0,0,,McKeIs00
931,Kadarius Toney,24,KAN,WR,13,2,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,,ToneKa00
932,Akeem Davis-Gaither,26,CIN,LB,13,1,0,0,0,0,0,0,0,0,0,0,0.0,17,10,7,1,0,0,,DaviAk01
933,Devin Duvernay,26,BAL,WR,13,1,0,0,0,0,0,0,0,1,0,0,0.0,2,2,0,0,0,0,,DuveDe00
934,Malik Heath,23,GNB,WR,13,1,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,,HeatMa00
935,Adam Prentice,26,NOR,FB,13,1,0,0,0,0,0,0,1,0,0,0,0.0,5,1,4,0,0,0,,PrenAd00
936,Brian Asamoah,23,MIN,LB,13,0,0,0,0,0,0,0,0,0,0,0,0.0,7,2,5,0,0,0,,AsamBr00
937,Boogie Basham,26,NYG,OLB,13,0,0,0,0,0,0,0,0,0,0,0,0.0,11,5,6,0,0,0,,BashCa00
938,Curtis Bolton,28,LVR,LB,13,0,0,0,0,0,0,0,0,0,0,0,0.0,8,7,1,0,0,0,,BoltCu00
939,SirVocea Dennis,23,TAM,LB,13,0,0,0,0,0,1,0,0,0,0,0,0.0,13,11,2,0,0,0,,DennSi00
940,Chase Edmonds,27,TAM,RB,13,0,0,0,0,0,0,0,0,0,0,0,0.0,5,3,2,0,0,0,,EdmoCh00
941,Blake Gillikin,25,ARI,P,13,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,,GillBl00
942,Eric Gray,24,NYG,RB,13,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,,GrayEr01
943,Christian Holmes,26,WAS,CB,13,0,0,0,0,0,1,0,0,0,0,0,0.0,8,3,5,0,0,0,,HolmCh00
944,Jesper Horsted,26,LVR,TE,13,0,0,0,0,0,0,0,0,0,0,0,0.0,4,1,3,0,0,0,,HorsJe00
945,Maurice Hurst Jr.,28,CLE,DT,13,0,1,0,0,0,3,0,0,1,0,0,1.5,22,12,10,4,5,0,,HursMa00
946,Danny Johnson,28,WAS,CB,13,0,0,0,0,0,1,0,0,0,0,0,0.0,17,13,4,0,0,0,,JohnDa09
947,Kingsley Jonathan,25,BUF,DE,13,0,0,0,0,0,0,0,0,0,0,0,0.0,5,3,2,0,2,0,,JonaKi00
948,Ty Montgomery,30,NWE,RB,13,0,0,0,0,0,0,0,0,0,0,0,0.0,7,6,1,0,0,0,,MontTy01
949,Elijah Riley,25,PIT,S,13,0,0,0,0,0,0,0,0,0,0,0,1.0,12,5,7,2,1,0,,RileEl01
950,Chris Rodriguez,23,WAS,RB,13,0,0,0,0,0,0,0,1,0,0,0,0.0,1,1,0,0,0,0,,RodrCh00
951,D'Angelo Ross,27,HOU,CB,13,0,0,0,0,0,0,0,0,0,0,0,0.0,8,5,3,0,0,0,,RossDA03
952,Noah Sewell,21,CHI,LB,13,0,0,0,0,0,0,1,0,0,0,0,0.0,9,4,5,0,0,0,,SeweNo00
953,Ameer Speed,23,2TM,CB,13,0,0,0,0,0,0,0,0,0,0,0,0.0,9,8,1,1,0,0,,SpeeAm00
953,Ameer Speed,23,NWE,CB,5,0,0,0,0,0,0,0,0,0,0,0,0.0,3,3,0,0,0,0,,SpeeAm00
953,Ameer Speed,23,IND,CB,8,0,0,0,0,0,0,0,0,0,0,0,0.0,6,5,1,1,0,0,,SpeeAm00
954,Alex Ward,24,LAR,LS,13,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,,WardAl00
955,Dwayne Washington,29,DEN,RB,13,0,0,0,0,0,0,0,0,0,0,0,0.0,3,1,2,0,0,0,,WashDw00
956,Rodney Williams,25,PIT,TE,13,0,0,0,0,0,0,0,0,0,0,0,0.0,6,5,1,0,0,0,,WillRo08
957,Arik Armstead,30,SFO,LDT,12,12,0,0,0,0,0,0,0,0,0,0,5.0,27,15,12,4,13,0,,ArmsAr01
